,text,label,rating,username,round,id,win,score
761,"That is to say, the only reason that this cooperative entity exists to begin with is because it enhances the rights of the individuals inside of them. Otherwise, it should not be giving up the rights that they are born with that are natural to begin with.",conclusionofconstructive1,,amspector100,round11,amspector100_round11,1.0,
762,The second argument is that how would people do this if people pay taxes in undemocratic regimes and they actually are with other individuals in ways that gives any more obligation not paying taxes.,constructive2,,amspector100,round11,amspector100_round11,1.0,
763,"So the question that I want to ask is if you do pay taxes, where do your tax dollars go? We think that there's going into a lot of places, but at least some portion of them is going to go into two buckets. . ",constructive3,,amspector100,round11,amspector100_round11,1.0,
134,"Our argument is that even if you only send a couple of people to post-secondary universities, if you've got them technically trained, it's going to be unimaginably beneficial to the country as a whole.",constructive1,,amspector100,round2,amspector100_round2,1.0,79.0
135,"Why is this the case? So basically, it's because you need technically trained people to build the infrastructure of the economy and high school is not enough. In high school, you don't learn to be an engineer, you don't learn to be an accountant, you don't learn to provide the kinds of services that companies rely on. So you need to actually go to get... You need to go to a vocational school or you need to go to college. You need to go to some kind of institution, which prepares you for this kind of work so that you can actually help develop the economy. What does this look like? So in places like Zimbabwe or Peru or China, it means that you need electricians to go and electrify the rural countryside, to build roads to villages that were otherwise inaccessible and literally do not have access to any kind of education so far to begin with.",constructive1,,amspector100,round2,amspector100_round2,1.0,79.0
136,"In places like the United States for example, it means you have a lot of mid-skilled workers or... Actually particularly in the UK with examples of doctors and nurses. These are the core of the economy because people can't work, for example, if they're sick and there's no doctor to treat them or treatment is prohibitively expensive. So we think that if you have these kinds of mid-skilled workers, you are likely to an incredible amount of economic growth. It's the infrastructure by which the economy runs and ultimately, when these jobs come in, right, it's going to help everyone. If Google comes in and hires a bunch of electricians to build access to internet for people, they're going to need menial workers who don't have any education. And those are the people who are really trying to help.",constructive1,,amspector100,round2,amspector100_round2,1.0,79.0
137,"the last thing I want to say is that, why do you need to prioritize public education to get access to this? Our argument is that in a lot of countries, there are very few universities to begin with. That is to say, for example, in India their main source of education or post post-secondary education for the middle class is often something like the IGT system, which is almost entirely public, right?",constructive2,,amspector100,round2,amspector100_round2,1.0,79.0
138,"Even companies which need only mid-skill workers are unlikely to go in until the educational infrastructure is set up. Because I think it's just too much to ask for a company, to go into a country, take a 20 year investments in a university and wait and hope that talent comes out and it's much more likely to happen if the talent already exists. The company sees a market opportunity and they go and you see economic development. Why does this matter more than any of the other arguments we've made? First, we think this matters more than OGs arguments about inclusivity in the labor force because if there aren't enough jobs to begin with, then guess who's going to get... Feel the full brunt of unemployment, we think it's people like women who people are more reluctant to hire in the first place because they have implicit biases, because they have stereotypes against these groups working in the workplace.",constructive2,,amspector100,round2,amspector100_round2,1.0,79.0
1271,"So first, about better economic policy. There's largely two reasons you've got this. First is I think you're getting more investment and more trade just because there's a lower currency risk when you have a centralized currency. There's two reasons for this case. First, internally there are zero currency risk. So when Thailand is trading with Cambodia when a business is investing in Cambodia, it means that the business does not have to worry that Cambodia's currency will collapse and all of their profits go to zero in a particular year. So it means that any business which has risk diverse, but just thinking about global conditions, is massively more likely to invest in or do trade with another country because they know that there's no macroeconomic effects that they can't predict that's going to literally send their profits to zero. But additionally, externally, we think that because you have a lot of different countries which often have slightly different structure of their economy, you're less likely to see all of them collapse at once. So we think that the growth in these countries is likely to be less volatile, and as a result the currency is likely to be less volatile. That is to say, when people buy currencies because they believe they can make some kind of return off of them. So if you think that growth is more stable, you're more likely to buy that currency, you're less likely to This matter is a turn because we think that sustainable investment is often a clear opposite to economic development. So there's lots of investment in places like Thailand for example, before the 1998 financial crisis or the Asian financial crisis, but eventually all that money was pulled out because the hot money turned cold. People were worried that the currency was going to devalue and it led to a self-reinforcing cycle where people pulled more and more out of the money out of the country. They cut their growth slow, the currency devalued further and as a result, almost all of the benefits of this investment disappeared. That is to say even if you had a company go up and build a factory, like there was a massive recession, like the infrastructure couldn't be used later, it wasn't actually helpful.
",constructive1,,amspector100,round4,amspector100_round4,1.0,80.0
1272,"So second, I want to talk about how you can get more stable monetary policy. That is to say, if you only have one country, especially since a lot of these countries don't have particularly stable forms of democratic governance, with one centralized figure in charge, you're likely to see monetary policy for the short-term political incentives of equal opportunity in the country at the time. This means that, if there's a recession, they may drop interest rates as low as they think is feasible. And I'm not sure that politics is going to be right about this. And as a result, they are going to devalue their currency. It's going to be terrible. It's going to be instabilized even the said investors are less likely to invest in means that... It's just awful. Right? And we think that if you have a lot of different countries fighting over the best kind of economic policy, first you're going to get more discussion about what is actually appropriate, what is actually good for the block. And second, it's less likely to be as volatile you're more likely to see this happen. So what is the impact of this? The impact is first, I think this is a prerequisite to economic development. If the currency is not stable, you will not get sustainable investment. And these countries have a comparative advantage, and then they have cheap labor. But you need capital to be able to develop the economy to do things like building infrastructure to provide access to things like electricity in outline world regions. So, the only way you get that is with a more stable currency with investments from other actors. And certainly we think this also promotes long term political stability. That is to say, if there's more jobs for people, we think there's less political discontent. You're likely see the things like inflammation of the middle class and as a result, I don't know, it's just better",constructive2,,amspector100,round4,amspector100_round4,1.0,80.0
1273,"The second argument is about better economic and political integration. A couple of arguments on this. First, we think that with more trade you're likely to see more negotiating power for this block as a whole. That means that when China says, ""Hey Cambodia, we would like to do X, we would like to go on this particular Cambodia doesn't have to take the deal. Right? Cambodia isn't as... The ratio of power between Cambodia and China is still skewed to China side, but it gets better. So this means Cambodia can do things like incrementally advocate for better working conditions for people. It means it can incrementally advocate for slightly lower tariffs on its products so it can export things to China too. This is critical because, we think that these countries, especially if they're discussing to start a block, are smart enough not to dilute their comparative advantage, but at the same time ensure that there are basic guarantees of safety to things like their workers, like human rights and working conditions that are not available in these countries right now.",constructive3,,amspector100,round4,amspector100_round4,1.0,80.0
31,"So, let's talk about what this will look like if finance cut off. It would mean that schools would close, welfare would collapse, the lights would literally be turned off in the United States, as I mentioned in the QI. But also, the economy will almost instantly tank. They say that the States will only redistribute resources to it's base, to religious majorities. And as a result, they will get around right?",constructive1,,amspector100,round5,amspector100_round5,1.0,77.0
32,"So, with that said, let's talk about the extension. First, we think our side of the house looks more inclusive to minorities. Why is this the case? It's because we often think that religious political power is concentrated geographically. So, for example, church organizations, which are often quite political are concentrated in particular areas in the south, which means that if you have the states determinate, like not the federal state. If you have the local state with the provinces determining what religious liberty means, it is more likely to be dominated by religious groups more dominant in that particular state.",constructive2,,amspector100,round5,amspector100_round5,1.0,77.0
33,"So why does this matter? First, we think it's principally wrong to actually exclude these people. And I think OJ alluded to it, but we think that the state is a coercive institution, it taxes people or puts them in jail. And, as a result, it has an obligation to guarantee them their basic rights and religion is one of their basic rights, right? Like it is something that defines your intuitions morally. It's something that defines which communities you live in, your identity. People literally take different jobs because it allows them to express themselves religiously. So, we think it's incredibly important that the state guarantees people these rights.",constructive3,,amspector100,round5,amspector100_round5,1.0,77.0
34,"But second, I also want to talk, in the second extension, to flesh out a little bit more why this actually makes a really big political difference in the country as a whole. So, I've already told you about why this is likely to turn to kind of succession that opening opposition has talked about. But, suppose we're wrong, and suppose taxes We think that that might actually be a good thing for the rest of the country because if tax is eventually likely to come back, their economy's going to collapse. All the politicians will be voted out, they'll come back to the fold. But we think that that is a massive signal to minorities across the country that the government is trying to include them. We think that it is likely to deter other states from doing these kinds of exclusions of religious parties. Also, I'll take over when I can.",constructive4,,amspector100,round5,amspector100_round5,1.0,77.0
1627,"international sphere, and as a result people will be nicer to us."" So when the thing that the Israeli people see right now, when they are forming a government, when there's a literal one boot difference or one siege difference between Netanyahu and Gantz, is Russia promising to attack Israel. That's going to make them want someone who has military experience, who's a military leader, who has been leading the country through turmoil for 14 years, someone like Netanyahu who's able to toe the line between protecting Israel without incurring Russian aggression. And you think OG might be right, like I don't really know, maybe Israel will not do these particular attacks against Syria because they don't want to take the risk with Russia.
We think however that they're just going to do things like overt attacks. What does this look like? It looks like funding groups inside Syria who combat Iranian and Russian influence, it looks like cyber attacks and things that you can trace easily back to Israel. We think that this is particularly important and unlikely to trigger a response because, A: Russia literally will not know that Israel cause the attacks because Israel has one of the best intelligence forces in the entire world. Additionally, it will not meet the threshold of the threat because Israel is not actually striking at Syria, Israel is literally funding another group to strike on Syria. And third, political sentiments in Russia prevents them from getting involved in a messy war, especially when their economy is doing pretty badly as it is right now, Without a clear act of aggression. I'll take you there. So why do we think this is worse for control over Syria? Why do we think this is worse for Russian interests? We think because, first, Israel has less control over these groups, so instead of just attacking military installations, there's likely to be more civilian casualties and ferment more unrest, and more dissatisfaction with the government, which cannot actually protect people. But does that mean because Israel can't be blamed for these attacks there's less incentive to keep these attacks clean because Israel is not the one who is punished for them? It is more likely that these attacks are likely to be bigger, messier, and more harmful to Russian influence.",constructive1,4.0,amspector100,round9,amspector100_round9,1.0,
1628,"This matters way more than Iranian oil. By the way, Russia is a net oil exporter. They do not buy oil from Iran. So the reason this matters more is a couple of reasons. First, because you need Chinese technology to build up your military and to build up your military strength. So if you believe that you want access to controlling countries like Syria in the future, or that you just want strong allies like OG the goals of CG and OG, you need a strong military, you need to be able to fund things. And we think that the US right now and China are the only ones who can manufacture semiconductors, which you need to build computers. So, right? If you do not have good access to Chinese technology, if you don't have access to Chinese military technology, you literally cannot build up your military. But second, we also think that China is the main buyer of Russian oil. They export $400 billion in oil and natural gas to China. We think that what the Chinese Russian relationship is not going to last, but it's probably going to get weaker because China does need to signal to the West that they are not on board with this policy, this is not what they were trying to do. We think that even if this number goes down to like $300 billion, this is what you massively tank the Russian economy. We think that this means that you have less ability to fund groups like Syria and actually make sure that Syria has control over its territory. Like CG tells you in the longterm, and this is not, does not just affect one country, but it affects every geopolitical interest Russia has. So I don't think the right thing to do here is to anger Israel and anger China. I think what you should do is wait until they're together economic moment to make a credible guarantee of demands.",constructive2,5.0,amspector100,round9,amspector100_round9,1.0,
273,"First, why is this type of education something better and more important? Four things I'm going to say under here. The first is that the type of education that is provided is simply more integral in your life. The type of learning that you do in early childhood care is a prerequisite for accessing all other benefits as a citizen, as a human in society, right?",constructive1,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
274,"Things like literacy that allows you to access and go... you read information and take information from the public. Health and hygiene, which keeps you healthy. Social skills, which allow you to expand out and you connect with other people that will help you massively in your life. Understanding of your own rights. That's to say you need to stay safe. Understanding your legal rights, that's to say you have the authority to get protected legally from the government to fully appreciate post-secondary education at all, we say that early childhood care is a prerequisite. That's why we need to prioritize it first and foremost.",constructive1,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
275,"The second thing I want to say under this argument is that there is marginally more impactful learning going on in early childhood care. What do I mean by this? We say that early childhood is a very specific time in your life where learning is most integral, but also it's a time in your life where learning becomes the easiest to you.",constructive2,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
276,"You're like a sponge that sucks in all the information, right? Things like learning languages or things like learning languages cannot happen as easily, no matter how much you try later on in your life, because that specific instance when you're in your early childhood is when that needs to happen. And science proves that gene expression of different genes that are related to your expression of your IQ can happen that can change through nurturing those specific times during early childhood that does not and can never happen later on in your life. Even if the quality of knowledge that gets offered inside opposition is better and more in post-secondary education, on that, we think that we make people more receptive to knowledge and it puts a knowledge in the first place on our side, which we think is a prerequisite for any benefit that they want to access.",constructive2,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
277,"The third thing I want to say here is that early childhood care serves as an equalizer in society rather than the catalyst for disparity, which we think post-secondary education is. Notice, and the nuance here is important. Notice that financial factors hinder the poor population from accessing both in the status quo. That's to say early childhood care may be scarce or expensive for these people, but universities are also very exorbitantly expensive. But importantly, notice also here that there are plenty of nonfinancial barriers to universities, to accessing universities. Things like the neighborhood in which you live in. Things like admission standards, things like there's an opportunity cost to that that now uniquely exists, because now you're old enough to work and have a part time job instead of going to university, which don't exist when you're early in your childhood.",constructive3,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
278,"The conclusion therefore is that giving more funding to post-secondary education only benefits those who can already get over these non-financial barriers in the status quo. Most likely, these are people who are the least vulnerable from the vulnerable population that we're talking about in this state. What we target on our side is that we uplift the vulnerable population as a whole at the point at which the only barrier to early childhood care is right now we say mostly it's financial. There are very little non-financial barriers to this type of education in the first place.",constructive3,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
279,"Fourthly, under here I want to talk about developing countries specifically. We think that the education that you get from early childhood care is specific in getting, first of all, less than fewer At the point at which you provide better education on things like hygiene, safety and your own legal rights. But second, you get better economic gains at the point in which the higher proportion of your population is literate and parents can all work and you will provide your economic potential to your country rather than taking care of your child because early childcare isn't provided in these countries. These are the most important impacts for developing countries specifically, who want to have a healthy population and an economy that develops, right? In addition, we see that per dollar universities are less likely to succeed in these... given the same amount of funding, we think that universities are less likely to succeed in these developing countries in the first place.",constructive4,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
280,"Why? Because having to organize a university is much more difficult than having to organize different early childhood facilities. That's to say, it's difficult to get high quality teachers in these universities. Often times university budgets and their dominance are profitable and there's highest form of state censorship that goes on in these universities at the point that when per dollar, we think that it's more efficient and effective to give it to early childhood care in these countries.",constructive4,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
281,"Next I want to talk about why there's a greater opportunity cost. We say that in a world where we exclude post-secondary education and provide more funding to early childhood care, private actors are more likely to fill the void on our side and in the absence of state funding and providing universities, anyway.",constructive5,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
282,"Why? A, because it's more profitable, targeting high income individuals who can afford to pay the tuition, therefore they have incentive to get in. But secondly, universities garner high reputation, whereas early childhood care does not. This means two things.",constructive5,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
283,"Firstly, that it's more likely to attract donors, who want that reputation and want their name on buildings in Harvard University. But second, capital often begets capital. At the point in which a university has high reputation, more people want to attend that university. They're willing to pay higher tuition costs. Therefore, it becomes more profitable. Early childhood care lacks all of the sexiness that happens when you try to get private actors to buy a post-secondary education. It's already scarcely provided. We think that the opportunity costs of providing for post-secondary education is far less than the opportunity cost that get on our side.",constructive5,,andrewyun7,round2,andrewyun7_round2,1.0,80.0
35,"So two questions I'm going to largely answer in this speech then. Firstly, why is it still worse for every actor involved, the province or a state, it accepts this policy and cooperates. Secondly, what happens when funding is actually cut? Firstly, why is it still worse for all actors involved? Recognize that the popular will underlying this issue does not simply go away. It simply masks it at the point in which what is quantified as legislator is just not allowed anymore, it's just prohibited. We think that there are three main harms that you should care about. Firstly, it is worse for the religious population within that province or state because they now become a target of resentment within that province or state. Politicians have an incentive to shift the blame on these people for forcing their obedience to the federal government because they don't want to seem incompetent. They don't want to seem like their political agenda was compromised by the federal state.",constructive1,,andrewyun7,round5,andrewyun7_round5,1.0,82.0
36,"But second, there's going to be lots of on the ground discrimination and protests that are locked, that can't be captured on the official level or the legislative level. Even people who are largely indifferent are now going to be moved to discriminate and hate these people in these countries [crosstalk 00:02:54] because now it is directly tied to who you are, who you identify with. Whether you are a Quebecer or not it is a very nationalistic issue and even people who weren't that tied to the religious aspect of this debate, of this controversy, now it becomes tied to who I am and what defines me as a Quebecer, which is you know, much more of an issue that is likely to divide the population and turn them against the religious minority in these provinces and States.",constructive2,,andrewyun7,round5,andrewyun7_round5,1.0,82.0
37,"The second part I want to talk about is how we use ability to moderate that state or province in the future and in the indefinite future. Why? Because we give the perception that the federal government is against them, that they are under threat, which is by the way already some pretense that has already happened in the status quo at the point in which the Quebec provincial government is currently constantly saying, ""We are under threat with the English majority. We have to assert our wills and our political voice out there for us to survive and achieve all the benefits that we want to have."" How we solve these perceptions is through continued social and political integration on both the federal level and on the individual level within these countries.",constructive3,,andrewyun7,round5,andrewyun7_round5,1.0,82.0
38,"The third harm under this constructive argument is that you stop cooperation in all other respects other than these religious issues, things like healthcare provision or welfare provisions, which are extremely controversial issues already. Notice that Quebec, which is relatively a rich province in Canada holds up four provinces currently, like New Brunswick or Nova Scotia, and they're really grumpy about that already.",constructive4,,andrewyun7,round5,andrewyun7_round5,1.0,82.0
39,"What happens when funding is actually cut? And we think that this isn't the realm of possibilities because it's highly politicized and a very nationalistic issue and the politicians in power risk looking weak to the federal government. We think that at the point in which they leave the country, that's to say Quebec or some other powerful state in the U.S. for example, leave that country and say ""we're not going to be part of your Federation anymore"", and we think that this is a very big harm, not a very likely one, but still in the realm of possibilities that exist in this debate, we think that this is terrible for the country as a whole, at the point in which your economic prosperity for every single citizen in your country is lured to an extent where you're stronger when you're together and you're weaker when you're separated. We think that this is a terrible future that side government puts in the realm of possibilities. We're very proud to oppose.",constructive5,,andrewyun7,round5,andrewyun7_round5,1.0,82.0
1569,"Why will 99% of people live the average life? A couple of reasons. Firstly, inherently people just aren't that different from one another in terms of level of intelligence or other things, height, et cetera. Second, for every Zuckerberg or Musk, we need hundreds and thousands of blue and white collar workers to actually support those enterprises. Therefore, definitionally, you can't become like a really extraordinary special person in society and not everyone can, right? Third, there's limited capital in the world and that capital is a zero sum game. That's to say, a lot of people will become rich or really special, but that fame, or that respect, or that money is a zero sum game and therefore not everyone can be. But fourthly, this is literally in logical, right? Because you're inherently inclined to befriend people, to surround yourself with people who are more like you. Who like the same ideas as you, who act in a similar way to you. There's an inherent conflict at the point in which you define yourself by the distance that you have to other people and what their attributes are like, versus what you're naturally inclined to do.  ",constructive1,3.0,andrewyun7,round6,andrewyun7_round6,1.0,81.0
1570,"Lastly, I want to talk about how there's pressure to break off and segregate. At the point in which, things like education systems, there's more pressure to be different, more accelerated classrooms should be offered. Education be tailored to every single other kid, because every single kid is supposedly, special. Where neighborhoods with better security and services are seen as deserved by rich parents. We think that this is incredibly bad for society as a whole, because firstly, it's just economically less efficient to have education systems or jobs. The average job become less and less popular by the vast majority of people or the mass amounts of people being in dissatisfied with the average amount of education that they get. Secondly, you just get more segregation along class lines at the point in which you leave poor kids to worse situations and there's mass apathy at the point in which you don't believe that you have a common sense of humanity. You're just special within you, and you don't have to... We think that it's a better world in which you define yourself by common sense of humanity. That to a certain extent, you have conformed to other people that you are unlike them, you think that that's a more beneficial world, or very profitable",constructive2,4.0,andrewyun7,round6,andrewyun7_round6,1.0,81.0
1587," We argue that as far as principles go, betraying the idea of justice is worse... We say that betraying an ideal is worse than the lack of fulfilling thereof. We say that courts give the promise of justice but will largely not be able to fulfill this, which will only set up this country for more harm in the future. There are two instances of... Two situations that this can happen in. First, they use the local court system, right, of these new regimes. However, because, first off, many of these dictators acted in accordance with the law, seeing as they were the government, there is no standard to punish them again, as this nation looks towards regime building. Therefore, it is impossible to come up with a consistent legal standard. With that background, let's talk about why this is bad. First off, the community prosecuting it does not have these legal standards and therefore will go off of their own personal experiences. Seeing as these are large societal drifts, then it'll become less about actual justice but more about reprisal for these local communities because these standards-",constructive1,3.0,andywang,round7,andywang_round7,1.0,
1588,"Now let's talk about the second possibility which is international courts. First off, let's talk about the fact that they can't actually try everybody that's involved with this because these international courts are often costly, and they rely on other individuals to fly in and to figure out these situations. So often they'll go after the figureheads of these regimes or the perpetrators. That means that many of the actual individuals who were the ones who were on the ground, and are committing the crimes, don't get to go to jail or get to see justice enacted against them. Why is this bad? This means that because there is no clear distinction of what is considered a perpetrator and what isn't, many individuals who may have acted on their own volition, instead of actually being forced into a system where they're doing it, are never prosecuted and they're never held up to justice. Additionally, we have to talk about the fact that these international courts are acting according to Western evidential standards. If we look at the examples of the Rwandan genocide or the Yugoslavian civil war, it took up to 20 years for all this evidence to be collected. Because while these Western individuals were going in, many of the perpetrators were actively destroying. Which means that a lot of these facts that were needed for these trials were never done out, which means that justice was never brought on the individuals. Why does this matter? This matters because justice is not actually fulfilled. This means that the conflict in these countries never keeps going and there are two results, essentially, for these figureheads. Either they're convicted, which means that many of their base would be further emboldened against these Western actors and against these new courts, or they're set clear which means that what actually happens is that their base says, ""Okay, they did nothing wrong. We can keep going with our actions.""",constructive1,4.0,andywang,round7,andywang_round7,1.0,
1589,"to recognize that many resources are needed in order for these courts to function. And there are also resources that are required for these reconciliation committees to happen. However, in these cash strapped and poor countries we are able to get a more effective result with our version because there is no need to prove beyond a reasonable doubt. There is no need to get evidence that fully and says that these individuals are fully guilty. Rather, we look at what broadly happened and then we look to rebuild these groups of people and this society so that it's able to function again. Secondly is that these committees are looking towards the future. They're looking to set up institutions of governance that prevent rule by one tyrannical individual. They prevent rule from an ethnic group looking to exert their power over the others. And they set up this regime so that it has democratic institutions so that we can ensure the longterm stability of these countries in the future. Because we're looking towards state and institution building, we're looking towards the future so that in the long term this can never happen again while, at the same time, ensuring that there's at least some culpability from the actors who did engage in this bad behavior in the first place. And lastly, let's talk about the fact that there's much less polarization that will happen from the society, which is already torn from this conflict. They're torn apart on ethnic, on racial groups. And the last thing that we want to do now is to inflame these groups because that ensures that we don't actually have the democratic and civil society needed for a vibrant society in the future. What actually happens to these figureheads or these movements is... Largely their base will view them as a national hero. As I said before... A lot of them will say that these crimes were not bad, and if the court says that they're not bad then they see this as validation to continue on. However, if they are said that they are criminals, there's no stability to ensure that this will actually change going in the future. Therefore, in order to ensure longterm democratic institutions, and to ensure a conflict like this from ever happening again, ",constructive2,,andywang,round7,andywang_round7,1.0,
466,"Our first main argument is that post-secondary education is key to individuals having formative experiences and learning ethics and values that build the fabric of society. This, post-secondary education is where students are introduced to society and their role in society both economically when they learn a specific trade or a specific major of study and they go into that major of study and learn how they fit into the workforce and socially when they learn how they fit in society and how they can be a productive member of society.",constructive1,,arjunp,round2,arjunp_round2,1.0,77.0
467,"Additionally, self actualization, which is the highest part of Maslow's hierarchy of needs is achieved during post-secondary education. You learn who you are and what you can offer to society and what value you have as a human being. That's a key part that children in a Pre-K education are not sophisticated or old enough to understand, but in a post-secondary education system, kids can achieve that. The comparative here that if we don't fund Pre-K education more than current levels, students will still learn reading and basic social skills. But if we take away money from a posting education, essentially kids who cannot afford these schools will be drawn out of the will not learn any of these valuable skills and they will not be able to get a spot in the economy and future workforce because posting education is a lot more expensive.",constructive1,,arjunp,round2,arjunp_round2,1.0,77.0
468,Our second argument that there's no regulation or accountability for Pre-K education compared to post-secondary education.,constructive2,,arjunp,round2,arjunp_round2,1.0,77.0
469,"The DOE regulates K–12, but Pre-K is largely unregulated by the DOE. This means that all these schools, all these Pre-K organizations that wants to pour money into, they have very little regulations, very little transparency and there's a lot of room for corruption. Public universities on the other hand are either run by the state, which means that they have the supervision and oversight of a state and of a government or they're accredited, which means they have the supervision of an independent body to make sure they are fulfilling education properly.",constructive2,,arjunp,round2,arjunp_round2,1.0,77.0
470,"None of this exists in the Pre-K system. Why does this matter? It means that investing in the Pre-K system exacerbates inequalities. Poor students will be going to Pre-K system that do not have oversight and do not have effective programs. While the rich students will continue to go to good Pre-K programs. So essentially no level inequality is solved by giving more money to Pre-K but rather the rich students get good at good programs and the poor students of... The rich students go to good programs and the poor students go to bad programs. This should ethically be rejected on a principle matter because it means at the government's model, essentially sanctions, inequality and sanctions further divide between the rich and the poor in the U.S when the very role of education is supposed to be an equalizer and something where someone can go from one socioeconomic level to a higher socioeconomic level.",constructive2,,arjunp,round2,arjunp_round2,1.0,77.0
471,"Our third main argument is that post-secondary education is key to workforce pipelines that sustain aid the economy of nations such as the U.S and be individual upward mobility. Trade and emergencies are key to sector shortages. For example, in the cybersecurity industry, there's a shortage of qualified workers who can work there if we invested in Pre-K, we are not necessarily filling these shortages, but if the government invests in things like cybersecurity training schools or schools that focus in tech, we are filling these shortages that are key to the economy. If we have a shortage in a specific industry or a sector that essentially mean that sector will not be able to produce innovation, which is the internal link to economic growth in the long term.",constructive3,,arjunp,round2,arjunp_round2,1.0,77.0
472,"So if we want economic growth in the long term, which is the best way to elevate people of all social classes, and the best way to elevate the prosperity of the country as a whole, we need to make sure all these workforce shortages are filled and the unemployment rate currently is really low so it's clear that we cannot do that in terms of retraining and people are already in jobs.",constructive3,,arjunp,round2,arjunp_round2,1.0,77.0
473,"So education is the only way we can actually fill these shortages and make sure all sectors of the economy have enough people to successfully run. So if we don't invest in these trade schools, and if by the government's model, we actually divert money away from these vocational schools, which by the way, they even concede in their previous speech that vocational schools are good. If we divert money from vocational schools, that means these shortages will only get worse and there'll be economic gaps that hurt the longterm stability of western liberal democracies. Now, college also matters for individual upward mobility. As I've mentioned several times, the main rule of college for an individual is for them to be able to elevate socioeconomic status.",constructive3,,arjunp,round2,arjunp_round2,1.0,77.0
474,"For example, if they start off in early childhood as poor, college can be an opportunity for them to learn a specific skill and to elevate to a higher socioeconomic level which ends the reinforcing cycle of poverty. If we don't actually fund these schools and give students opportunity to have scholarships and financial aid, which is where a lot of this public funding is going to, these students will not be able to go to these trade schools, go to these specific schools and learn a skill that can bring them out of poverty. This is very important because poverty and that structural bounds are the lowest class of society and if we don't have an education as a tool for them to get out of the structural bounds they will face many problems that will never be resolved",constructive3,,arjunp,round2,arjunp_round2,1.0,77.0
475,"Onto my fourth point at post-secondary function increase the student loan crisis. This is very key because if we do this sudden government model where we pull out funding from vocational schools and from universities and suddenly divert them to Pre-K, all the students who rely on financial aid will suddenly know how to have a lifeline.",constructive4,,arjunp,round2,arjunp_round2,1.0,77.0
476,"This prevents wealth building in the future because if students are saddled a bunch of financial with a bunch of student debt, they will not be able to do things like buy a house and gain other features that are important to integrating themselves in economy and society. Now to reputation, I have already addressed their vocational skills argument because they literally draw from vocational skills with their but I'm going to try develop in arguments that doesn't require public funding and because we made specific arguments and there's no accountability for childcare, simply pouring money in these systems is not the correct way for us to help families and we'll turn the argument. Universities are key to empowering women and giving them a spot in the workforce",constructive4,,arjunp,round2,arjunp_round2,1.0,77.0
295,"So, proving my first point. You should view this, these two things. Pre-education funding and secondary education funding as two types of things. When you fund for educational funding, it's a preventative mechanism. When you fund it like secondary education it's like reactionary or like corrective measures. So I'm going to the find why we should value preventative measures over corrective array actionary measures. So, as I said in my opening the education system is full of systemic inequalities.",constructive1,,bfalkofs,round2,bfalkofs_round2,1.0,77.0
296,"These are the racial barriers to success that people that are POC's are typically going to be not able to access a lot of the same things that white people are. This is due to socioeconomic issues where neighborhoods that POC live in and they're going to have lower funding due to These educations are funded or they're access to educational supplemental materials are going to be lower than people who are white. Second, just every year the gap between the gap in knowledge grows bigger between students in the lower up funders and the low funded schools. This is because POC's are left behind by the time they reach college. We see, like I said before, there's this inherent lack of access to supplemental educational materials that POC's do not get access to due to how these institutions are funded.",constructive1,,bfalkofs,round2,bfalkofs_round2,1.0,77.0
297,"Secondary educational funding doesn't fix any of the issues that are systemic. And since creating... We're going to have an equal starting point. Anyone who can get to the top of public education is going to be now on a level field, and we're going to try and get you into a secondary education at an equal rate.",constructive1,,bfalkofs,round2,bfalkofs_round2,1.0,77.0
